姓名,身份证号,学号,专业班级,C1,C2,C3,C4,C5
陈淑珍,431023XXXXXXXX6577,2023217677,土木工程23-2班,96,31,96,40,B+
陈桂珍,650000XXXXXXXX7307,2023217678,新媒体23-3班,88,76,38,85,D
董辉,620122XXXXXXXX4310,2023217679,新媒体23-1班,78,62,84,94,D
刘欣,430601XXXXXXXX5293,2023217680,新能源23-2班,66,29,27,92,A
黄岩,350623XXXXXXXX4758,2023217681,食品23-1班,87,46,52,92,C
姜娟,411102XXXXXXXX3920,2023217682,环境23-2班,81,49,42,39,C+
夏军,220281XXXXXXXX7177,2023217683,环境23-1班,64,71,80,97,C+
赵艳,440785XXXXXXXX1970,2023217684,物流管理23-1班,78,53,36,64,B
廖东,440882XXXXXXXX1606,2023217685,新媒体23-1班,60,75,71,60,B+
龙欢,430224XXXXXXXX0475,2023217686,机械工程23-1班,75,69,36,79,D
侯东,511922XXXXXXXX1845,2023217687,新能源23-1班,67,35,51,92,C
王玉英,141028XXXXXXXX059X,2023217688,法学23-1班,55,52,47,46,D-
丁霞,430121XXXXXXXX1725,2023217689,经济23-3班,82,83,35,52,B-
王丽,511321XXXXXXXX851X,2023217690,化工23-1班,83,64,15,78,A
钟桂兰,441700XXXXXXXX8797,2023217691,土木工程23-1班,64,100,71,53,C-
周旭,210103XXXXXXXX3030,2023217692,食品23-3班,66,27,82,51,D-
林秀荣,220104XXXXXXXX4956,2023217693,自动化23-1班,50,27,84,85,B
董凯,341824XXXXXXXX5616,2023217694,土木工程23-2班,76,53,16,60,B+
刘梅,542233XXXXXXXX3062,2023217695,物流管理23-1班,92,68,62,77,B+
班秀华,411602XXXXXXXX0391,2023217696,计算机23-1班,84,92,100,57,C
冯雪,150429XXXXXXXX8878,2023217697,物流管理23-1班,89,45,19,62,D+
周涛,152200XXXXXXXX5337,2023217698,环境23-3班,72,25,18,51,C-
符雷,450921XXXXXXXX1999,2023217699,环境23-1班,73,79,39,59,A+
韦萍,350982XXXXXXXX5789,2023217700,食品23-2班,47,55,32,99,D+
黄华,360601XXXXXXXX9257,2023217701,食品23-2班,49,74,84,79,B+
张玲,230600XXXXXXXX4575,2023217702,法学23-2班,93,91,60,57,D-
钟东,513436XXXXXXXX6993,2023217703,土木工程23-2班,90,84,60,83,D-
黄雪,610901XXXXXXXX5316,2023217704,法学23-2班,52,93,88,38,C-
林桂英,652200XXXXXXXX7352,2023217705,经济23-3班,97,67,74,61,A-
陈桂荣,632622XXXXXXXX9472,2023217706,食品23-1班,51,41,78,86,D
陆辉,371200XXXXXXXX9418,2023217707,新能源23-3班,92,57,64,35,E
邓艳,511923XXXXXXXX6509,2023217708,物流管理23-3班,68,82,23,69,A-
黄兰英,451123XXXXXXXX6788,2023217709,城市地下空间23-1班,79,64,63,73,B-
郭桂芝,500241XXXXXXXX0505,2023217710,新媒体23-2班,96,43,24,74,B+
杨桂花,410581XXXXXXXX2521,2023217711,新媒体23-3班,84,51,65,46,B+
杨海燕,411524XXXXXXXX7297,2023217712,新能源23-2班,74,48,42,81,B+
汪楠,220422XXXXXXXX6123,2023217713,土木工程23-2班,89,60,75,40,C+
李兵,230207XXXXXXXX943X,2023217714,自动化23-3班,92,86,82,50,B+
丁强,340103XXXXXXXX8573,2023217715,食品23-3班,97,38,47,90,A+
周杨,440404XXXXXXXX5457,2023217716,计算机23-3班,58,61,81,41,B
李桂英,610202XXXXXXXX5910,2023217717,广告23-1班,63,56,77,76,C
李平,350505XXXXXXXX0771,2023217718,经济23-1班,55,37,59,100,E
刘建国,410329XXXXXXXX0976,2023217719,机械工程23-2班,97,98,58,73,E
尹楠,511129XXXXXXXX5044,2023217720,英语23-1班,49,77,62,83,A
尹亮,320113XXXXXXXX6161,2023217721,法学23-3班,80,33,50,51,C+
母华,330382XXXXXXXX7618,2023217722,新能源23-3班,61,46,21,88,A
张成,520501XXXXXXXX7929,2023217723,计算机23-1班,60,40,93,64,D
韦玉梅,320831XXXXXXXX4827,2023217724,电信科23-1班,45,98,78,87,B
景淑兰,520203XXXXXXXX4241,2023217725,自动化23-1班,66,86,47,35,D+
王峰,140521XXXXXXXX8595,2023217726,广告23-1班,58,90,66,39,B
高艳,632724XXXXXXXX9624,2023217727,电信科23-2班,59,96,68,96,D
乐明,371722XXXXXXXX514X,2023217728,计算机23-2班,60,35,24,61,A
袁丹,370684XXXXXXXX1506,2023217729,环境23-1班,69,48,33,35,B
范文,445101XXXXXXXX369X,2023217730,英语23-2班,91,72,98,54,D
周桂兰,530301XXXXXXXX1156,2023217731,机械工程23-1班,62,46,81,64,C+
侯旭,440605XXXXXXXX8878,2023217732,环境23-1班,86,56,66,80,A-
陈娟,341022XXXXXXXX3664,2023217733,新媒体23-1班,91,67,64,69,E
马玉珍,341503XXXXXXXX2406,2023217734,经济23-3班,79,34,21,52,B
刘伟,430102XXXXXXXX9565,2023217735,英语23-2班,92,67,21,36,B+
郭亮,130229XXXXXXXX0378,2023217736,城市地下空间23-2班,72,73,22,64,A-
吴晶,522300XXXXXXXX0088,2023217737,食品23-2班,87,93,29,100,C-
李凯,451030XXXXXXXX7045,2023217738,化工23-3班,55,67,31,38,C+
阮淑英,450621XXXXXXXX8577,2023217739,计算机23-1班,67,78,28,61,D+
张雪梅,360728XXXXXXXX7218,2023217740,英语23-2班,77,69,87,61,C-
蔡雪,220421XXXXXXXX2949,2023217741,土木工程23-3班,78,62,74,39,B
刘欢,420525XXXXXXXX2322,2023217742,广告23-3班,79,70,92,42,B-
王桂珍,320581XXXXXXXX5242,2023217743,新媒体23-1班,89,39,100,93,B-
白帆,511781XXXXXXXX5690,2023217744,环境23-1班,52,97,82,97,A
李建华,440301XXXXXXXX9340,2023217745,机械工程23-1班,80,93,79,53,D
吴慧,430301XXXXXXXX7628,2023217746,电信科23-3班,48,73,29,40,C
刘淑兰,370523XXXXXXXX9513,2023217747,环境23-2班,80,88,88,73,E
杜兰英,371621XXXXXXXX4952,2023217748,广告23-1班,86,82,58,66,C+
刘桂珍,230401XXXXXXXX2970,2023217749,机械工程23-2班,52,99,20,82,D-
李帅,220422XXXXXXXX9963,2023217750,新能源23-3班,64,64,97,81,A-
李静,433127XXXXXXXX3247,2023217751,电信科23-3班,95,33,99,69,C
王帆,610101XXXXXXXX4780,2023217752,环境23-1班,95,63,60,66,D-
汪娟,450332XXXXXXXX7639,2023217753,机械工程23-1班,91,49,52,49,B
王兵,110114XXXXXXXX1690,2023217754,英语23-1班,68,75,100,57,A-
王玉兰,320117XXXXXXXX2595,2023217755,机械工程23-1班,78,93,58,93,C-
程建国,533100XXXXXXXX7564,2023217756,法学23-3班,87,62,23,60,E
叶秀云,451121XXXXXXXX9523,2023217757,法学23-1班,87,71,68,59,D
吴秀珍,512000XXXXXXXX7343,2023217758,土木工程23-3班,76,81,86,90,C+
柯龙,810000XXXXXXXX5910,2023217759,化工23-2班,56,28,100,37,C
姚宇,653122XXXXXXXX3938,2023217760,机械工程23-1班,78,38,34,99,D+
向平,621027XXXXXXXX9396,2023217761,物流管理23-2班,64,53,61,79,D+
尹玉珍,320623XXXXXXXX354X,2023217762,新能源23-1班,77,72,64,67,C
魏桂花,140721XXXXXXXX1180,2023217763,化工23-1班,98,47,69,76,A-
胡雪梅,141101XXXXXXXX2573,2023217764,物流管理23-2班,56,69,93,54,A
孟洁,450423XXXXXXXX3549,2023217765,自动化23-3班,51,28,19,66,A
劳宇,150626XXXXXXXX9051,2023217766,土木工程23-2班,50,39,69,67,C-
张娜,530901XXXXXXXX9976,2023217767,土木工程23-3班,45,40,60,82,C+
覃丹,511100XXXXXXXX1330,2023217768,广告23-3班,52,80,60,59,A
丁婷婷,321183XXXXXXXX8800,2023217769,食品23-2班,67,70,37,43,A
赵亮,440106XXXXXXXX8276,2023217770,自动化23-2班,69,59,92,46,E
王涛,430703XXXXXXXX7561,2023217771,计算机23-3班,77,69,30,93,C
蒋敏,520330XXXXXXXX8544,2023217772,化工23-2班,75,46,73,47,B
柏玉华,530630XXXXXXXX5513,2023217773,法学23-3班,90,94,55,43,A
王燕,211005XXXXXXXX2643,2023217774,土木工程23-1班,46,100,61,89,A
舒欣,211221XXXXXXXX1627,2023217775,广告23-3班,97,64,15,75,C-
钱晶,530324XXXXXXXX2868,2023217776,物流管理23-1班,55,94,60,80,B-
范丽娟,450100XXXXXXXX2606,2023217777,物流管理23-3班,76,27,64,42,D-
甘楠,411521XXXXXXXX1972,2023217778,城市地下空间23-2班,83,86,74,74,D
柴娟,420325XXXXXXXX3271,2023217779,机械工程23-2班,69,88,38,46,B-
申杨,530381XXXXXXXX857X,2023217780,物流管理23-2班,51,41,69,79,D+
杜桂英,621024XXXXXXXX9719,2023217781,新媒体23-3班,95,67,61,99,D-
周刚,370214XXXXXXXX9617,2023217782,土木工程23-3班,97,55,72,51,C+
黄芳,341021XXXXXXXX4267,2023217783,食品23-3班,95,33,60,66,B
韦玉梅,652101XXXXXXXX167X,2023217784,化工23-3班,71,74,36,54,E
李秀华,530927XXXXXXXX8267,2023217785,新能源23-1班,73,40,88,43,A-
乔伟,341501XXXXXXXX6383,2023217786,土木工程23-3班,97,27,18,44,A+
刘莉,430703XXXXXXXX8864,2023217787,环境23-3班,91,41,25,91,A+
刘琳,230522XXXXXXXX411X,2023217788,新能源23-3班,81,43,25,44,D
赵秀英,330600XXXXXXXX1776,2023217789,自动化23-1班,67,84,82,99,C-
牟洁,230902XXXXXXXX6544,2023217790,计算机23-1班,87,31,75,87,E
黄晶,421222XXXXXXXX4574,2023217791,自动化23-3班,60,95,71,50,B
李龙,450326XXXXXXXX4009,2023217792,城市地下空间23-2班,66,90,76,63,A
黄明,510904XXXXXXXX5945,2023217793,新媒体23-1班,53,66,38,86,A+
朱辉,653128XXXXXXXX6892,2023217794,新媒体23-3班,95,27,52,86,B
傅宇,350122XXXXXXXX1602,2023217795,新能源23-1班,90,29,96,82,C+
何浩,360902XXXXXXXX9409,2023217796,法学23-3班,79,31,84,96,B
鲁建国,330726XXXXXXXX5906,2023217797,自动化23-3班,54,49,65,97,D+
宗萍,230224XXXXXXXX4450,2023217798,新媒体23-3班,70,33,62,68,B+
浦桂珍,510402XXXXXXXX2927,2023217799,机械工程23-1班,60,70,51,86,A
孙明,150902XXXXXXXX1464,2023217800,新媒体23-2班,69,88,18,39,A
戴秀云,320115XXXXXXXX4416,2023217801,物流管理23-3班,59,85,28,72,A+
温建国,341022XXXXXXXX5730,2023217802,机械工程23-2班,79,86,60,40,D-
陈博,320206XXXXXXXX1734,2023217803,广告23-2班,54,93,53,61,A
韦海燕,522732XXXXXXXX861X,2023217804,自动化23-3班,60,36,20,69,E
尤琴,330726XXXXXXXX280X,2023217805,土木工程23-2班,82,64,73,64,A-
胡建,410603XXXXXXXX2704,2023217806,化工23-3班,87,95,37,52,C+
梁华,411727XXXXXXXX3351,2023217807,土木工程23-1班,95,49,30,76,A-
刘彬,630101XXXXXXXX1410,2023217808,广告23-3班,99,35,78,63,A
贾雷,230702XXXXXXXX6117,2023217809,法学23-1班,49,99,22,44,A
石淑兰,330603XXXXXXXX6831,2023217810,机械工程23-2班,54,55,34,52,C-
裴瑞,440103XXXXXXXX2804,2023217811,英语23-3班,58,25,26,56,C+
冯阳,620725XXXXXXXX5768,2023217812,法学23-3班,84,59,83,78,C-
唐彬,141181XXXXXXXX1799,2023217813,环境23-3班,65,60,44,58,A-
徐桂花,511028XXXXXXXX4382,2023217814,新能源23-3班,68,50,36,37,D-
刘颖,130400XXXXXXXX2264,2023217815,广告23-1班,67,80,25,95,C
张秀英,522700XXXXXXXX8846,2023217816,自动化23-3班,55,53,17,60,B+
栗娜,320482XXXXXXXX4902,2023217817,城市地下空间23-1班,74,60,92,78,D
姜淑华,141182XXXXXXXX2965,2023217818,机械工程23-3班,53,93,86,60,B
孟强,211011XXXXXXXX6632,2023217819,食品23-1班,82,93,51,66,A
萧秀华,522630XXXXXXXX312X,2023217820,机械工程23-2班,57,66,63,55,B+
谷博,530700XXXXXXXX524X,2023217821,计算机23-2班,93,97,49,80,C-
沈娟,360104XXXXXXXX9576,2023217822,新媒体23-1班,68,91,88,61,A+
王秀珍,130225XXXXXXXX4899,2023217823,城市地下空间23-1班,95,65,23,47,D
海秀荣,320117XXXXXXXX965X,2023217824,食品23-2班,46,54,31,61,C+
谢华,411325XXXXXXXX7625,2023217825,经济23-1班,47,41,98,75,A
袁博,371402XXXXXXXX411X,2023217826,计算机23-2班,65,85,56,39,D+
何凯,130123XXXXXXXX1889,2023217827,经济23-1班,50,51,92,65,B+
彭建华,310230XXXXXXXX8312,2023217828,经济23-1班,64,55,36,46,B-
罗丹,653000XXXXXXXX9510,2023217829,计算机23-3班,63,39,47,49,C
李斌,110229XXXXXXXX1679,2023217830,化工23-1班,97,91,37,59,D-
郭明,654201XXXXXXXX9439,2023217831,环境23-1班,79,35,30,59,E
郭文,331101XXXXXXXX7850,2023217832,自动化23-2班,77,82,69,99,D-
庄秀珍,370831XXXXXXXX5127,2023217833,机械工程23-3班,98,79,40,38,A+
张小红,610624XXXXXXXX8653,2023217834,自动化23-3班,50,76,28,44,D-
何春梅,140900XXXXXXXX5686,2023217835,土木工程23-2班,75,58,68,78,A-
吴雷,500243XXXXXXXX812X,2023217836,新媒体23-2班,93,89,46,91,D
徐涛,610427XXXXXXXX5959,2023217837,环境23-3班,94,55,40,81,C
高超,532530XXXXXXXX8551,2023217838,经济23-2班,48,31,17,49,D+
胡桂芝,530000XXXXXXXX5215,2023217839,广告23-2班,76,72,56,87,D+
杨桂香,360781XXXXXXXX1809,2023217840,新能源23-3班,83,35,81,82,A-
魏彬,140311XXXXXXXX6680,2023217841,城市地下空间23-3班,54,93,97,75,A
王璐,510800XXXXXXXX4844,2023217842,计算机23-1班,84,100,72,35,B+
李娜,654201XXXXXXXX4624,2023217843,化工23-2班,71,45,53,63,D
曹凤兰,411324XXXXXXXX3141,2023217844,土木工程23-3班,75,66,46,45,A
钟军,441821XXXXXXXX6802,2023217845,土木工程23-1班,67,32,66,54,A
张海燕,650000XXXXXXXX8763,2023217846,自动化23-3班,52,25,23,38,A+
赖勇,431201XXXXXXXX9360,2023217847,经济23-3班,47,56,62,79,A
张超,410325XXXXXXXX6263,2023217848,新媒体23-3班,99,59,58,62,C+
郭洋,511723XXXXXXXX6336,2023217849,新媒体23-1班,91,95,88,75,B-
艾健,511301XXXXXXXX5541,2023217850,计算机23-1班,90,36,78,45,A+
李玉兰,110117XXXXXXXX3798,2023217851,经济23-1班,91,74,98,67,D
刘建军,150103XXXXXXXX0590,2023217852,食品23-2班,86,79,79,72,C
胡明,141022XXXXXXXX1940,2023217853,土木工程23-1班,83,70,73,99,A
李淑华,440704XXXXXXXX0411,2023217854,机械工程23-1班,59,87,69,98,B-
曾旭,650106XXXXXXXX9970,2023217855,广告23-3班,77,39,58,37,A+
孔艳,371728XXXXXXXX9965,2023217856,物流管理23-3班,81,63,17,90,A-
公玲,450481XXXXXXXX5078,2023217857,经济23-2班,54,68,48,70,A+
朱雪,140830XXXXXXXX7711,2023217858,新能源23-3班,78,90,72,59,A
陈磊,513200XXXXXXXX1917,2023217859,新能源23-3班,83,87,63,88,B-
嵇霞,532622XXXXXXXX7463,2023217860,经济23-3班,77,69,76,78,C+
陈玉英,511529XXXXXXXX7696,2023217861,化工23-2班,64,90,81,96,C
黄桂荣,220281XXXXXXXX9206,2023217862,经济23-3班,51,30,22,67,A+
周玲,652824XXXXXXXX8948,2023217863,电信科23-3班,45,87,69,52,B-
刘凤兰,152523XXXXXXXX3497,2023217864,机械工程23-2班,86,92,98,68,B-
魏刚,420100XXXXXXXX5630,2023217865,食品23-1班,76,76,35,38,C-
俞岩,210521XXXXXXXX4425,2023217866,物流管理23-3班,68,76,49,55,A
徐平,654025XXXXXXXX0038,2023217867,电信科23-3班,52,29,26,80,A
沈林,211004XXXXXXXX0552,2023217868,法学23-1班,50,25,69,58,C+
冯霞,450481XXXXXXXX5191,2023217869,电信科23-3班,62,100,56,51,B+
刘娟,530325XXXXXXXX4896,2023217870,环境23-2班,60,38,29,67,C
张洁,410105XXXXXXXX2183,2023217871,自动化23-1班,84,64,31,38,E
吴畅,371625XXXXXXXX6228,2023217872,新能源23-3班,46,80,79,99,C+
刘桂兰,340222XXXXXXXX8532,2023217873,城市地下空间23-2班,98,25,95,52,D+
刘强,350725XXXXXXXX5166,2023217874,英语23-3班,81,89,96,36,B-
刘杨,440115XXXXXXXX5858,2023217875,法学23-3班,90,84,98,38,B+
袁霞,469027XXXXXXXX8844,2023217876,城市地下空间23-3班,71,55,47,37,A-
朱阳,429021XXXXXXXX2425,2023217877,电信科23-1班,89,81,56,87,C+
侯军,231024XXXXXXXX3576,2023217878,环境23-1班,58,29,84,64,B
方建华,331022XXXXXXXX9822,2023217879,自动化23-2班,51,59,59,36,E
李晨,150722XXXXXXXX0625,2023217880,法学23-3班,86,37,60,36,A
刘勇,441723XXXXXXXX7085,2023217881,英语23-3班,51,72,76,85,A-
陈桂英,450502XXXXXXXX1764,2023217882,化工23-2班,78,41,43,64,A+
张俊,445381XXXXXXXX850X,2023217883,土木工程23-2班,47,63,77,74,C+
李浩,500234XXXXXXXX3618,2023217884,物流管理23-1班,72,64,23,41,C
徐艳,130725XXXXXXXX2974,2023217885,食品23-2班,63,82,15,52,C+
王柳,341124XXXXXXXX3569,2023217886,环境23-3班,45,57,91,70,D
萧倩,320205XXXXXXXX8003,2023217887,食品23-1班,93,74,30,54,D+
盛萍,371621XXXXXXXX9749,2023217888,环境23-3班,53,63,93,71,B+
赵辉,310000XXXXXXXX3461,2023217889,法学23-3班,92,49,86,54,B+
齐桂兰,500109XXXXXXXX7205,2023217890,自动化23-2班,91,64,49,44,A
梅勇,610581XXXXXXXX9875,2023217891,机械工程23-3班,61,95,93,74,D-
王小红,654300XXXXXXXX2453,2023217892,计算机23-3班,86,76,60,49,A
张雪,310105XXXXXXXX8775,2023217893,化工23-1班,96,96,63,88,D
来莹,520422XXXXXXXX1281,2023217894,物流管理23-2班,73,100,77,75,D
王彬,520321XXXXXXXX7981,2023217895,计算机23-1班,49,91,100,52,D+
孙兵,430401XXXXXXXX6854,2023217896,环境23-3班,71,51,72,44,A
蔡雪梅,211002XXXXXXXX2119,2023217897,环境23-2班,76,39,22,66,D-
王桂兰,520622XXXXXXXX4712,2023217898,电信科23-1班,88,84,20,38,E
郝龙,513226XXXXXXXX9618,2023217899,计算机23-1班,95,27,65,90,D-
邓亮,620201XXXXXXXX4499,2023217900,化工23-1班,93,68,23,93,B
王娜,320601XXXXXXXX463X,2023217901,电信科23-2班,52,77,79,51,B+
刘凯,130721XXXXXXXX0831,2023217902,城市地下空间23-3班,98,67,92,53,D+
王婷,610621XXXXXXXX643X,2023217903,机械工程23-2班,95,27,20,98,D-
胡颖,610429XXXXXXXX9139,2023217904,电信科23-2班,60,50,83,50,D
甘辉,360825XXXXXXXX2204,2023217905,化工23-2班,93,72,22,48,E
谢玉,140481XXXXXXXX0917,2023217906,法学23-2班,95,60,97,49,B+
金玉,513330XXXXXXXX1518,2023217907,计算机23-3班,80,78,56,78,B-
周小红,360602XXXXXXXX0971,2023217908,物流管理23-1班,84,41,50,94,A+
豆冬梅,532900XXXXXXXX611X,2023217909,新能源23-3班,97,39,76,39,C+
张秀梅,370705XXXXXXXX9267,2023217910,机械工程23-1班,46,65,87,83,D
王丽娟,230714XXXXXXXX7979,2023217911,广告23-1班,55,43,43,61,A+
姚秀英,141033XXXXXXXX2636,2023217912,经济23-3班,85,76,70,97,C-
范慧,451000XXXXXXXX8028,2023217913,环境23-2班,74,50,83,81,C
齐秀荣,210202XXXXXXXX3169,2023217914,食品23-3班,99,59,18,99,B
蒋桂芝,441284XXXXXXXX4372,2023217915,自动化23-2班,70,35,71,84,E
杜亮,530302XXXXXXXX439X,2023217916,食品23-1班,73,95,34,77,A+
郭敏,330726XXXXXXXX2126,2023217917,新媒体23-1班,100,77,65,42,D+
林欣,320703XXXXXXXX8461,2023217918,法学23-3班,96,68,53,94,B
陈淑华,522701XXXXXXXX973X,2023217919,城市地下空间23-3班,65,70,84,71,A+
张宁,430223XXXXXXXX2851,2023217920,经济23-3班,99,64,27,78,B
易俊,360726XXXXXXXX556X,2023217921,土木工程23-2班,68,72,35,84,B+
张秀兰,530427XXXXXXXX8158,2023217922,食品23-2班,58,86,49,86,D-
惠俊,330503XXXXXXXX4222,2023217923,土木工程23-1班,46,75,61,42,E
刘玉华,652801XXXXXXXX3377,2023217924,新能源23-1班,70,40,62,82,B-
邢秀英,511827XXXXXXXX3087,2023217925,环境23-1班,73,78,60,75,D-
刘桂芳,440507XXXXXXXX9520,2023217926,化工23-1班,97,31,31,96,C+
孙雷,211021XXXXXXXX7743,2023217927,计算机23-2班,67,38,53,46,E
董宇,440116XXXXXXXX241X,2023217928,新媒体23-3班,58,61,83,91,A+
邱峰,140430XXXXXXXX2855,2023217929,物流管理23-3班,98,95,57,66,A-
陈超,150524XXXXXXXX0394,2023217930,城市地下空间23-3班,99,26,100,71,E
李健,150721XXXXXXXX6626,2023217931,英语23-1班,50,79,41,67,E
张利,520301XXXXXXXX5314,2023217932,计算机23-3班,81,29,96,75,A+
董秀梅,621101XXXXXXXX0556,2023217933,新能源23-1班,96,63,76,50,C-
张敏,511024XXXXXXXX869X,2023217934,法学23-1班,64,70,82,48,B-
杨晨,652722XXXXXXXX0295,2023217935,城市地下空间23-3班,100,64,74,44,D+
郭宇,542625XXXXXXXX6682,2023217936,机械工程23-1班,49,88,40,71,A+
王淑英,340404XXXXXXXX3485,2023217937,土木工程23-3班,46,38,16,87,A
林桂花,130000XXXXXXXX8476,2023217938,城市地下空间23-2班,81,58,17,83,C+
王倩,370112XXXXXXXX6416,2023217939,土木工程23-1班,99,52,88,91,D
温峰,542526XXXXXXXX0239,2023217940,化工23-2班,56,95,70,36,D-
谢宁,500237XXXXXXXX8364,2023217941,法学23-3班,100,53,63,39,B+
陈桂荣,371601XXXXXXXX9145,2023217942,计算机23-1班,72,26,74,92,B-
蔡勇,420684XXXXXXXX1919,2023217943,食品23-1班,55,87,38,80,D
郑淑华,350105XXXXXXXX5877,2023217944,经济23-1班,76,26,60,56,C+
刘桂芝,360424XXXXXXXX4646,2023217945,食品23-2班,60,28,100,36,E
张志强,451223XXXXXXXX7519,2023217946,广告23-2班,88,55,55,36,B+
李莹,150302XXXXXXXX1928,2023217947,新能源23-1班,63,54,23,36,A-
刘雷,511381XXXXXXXX2294,2023217948,经济23-3班,74,68,24,66,B
曹桂珍,500106XXXXXXXX3129,2023217949,新能源23-2班,75,50,93,47,C
卢淑华,320612XXXXXXXX1844,2023217950,物流管理23-1班,56,35,74,96,D-
舒华,330212XXXXXXXX3629,2023217951,土木工程23-2班,94,34,20,78,A+
王丽娟,530324XXXXXXXX6970,2023217952,物流管理23-2班,68,25,73,95,A
谢敏,350922XXXXXXXX5754,2023217953,新能源23-2班,56,41,37,46,A
葛玉英,230708XXXXXXXX5188,2023217954,土木工程23-2班,63,63,61,37,B+
李飞,140423XXXXXXXX7874,2023217955,城市地下空间23-3班,75,31,33,82,B
林玉华,330523XXXXXXXX6870,2023217956,机械工程23-3班,96,62,90,78,B
陈飞,131025XXXXXXXX1811,2023217957,经济23-2班,60,59,33,62,B+
董芳,430406XXXXXXXX1565,2023217958,经济23-2班,88,50,43,90,D
李凯,511621XXXXXXXX8081,2023217959,食品23-3班,84,97,91,63,C-
杜淑华,211302XXXXXXXX1956,2023217960,电信科23-3班,95,74,73,93,A
王雷,511113XXXXXXXX034X,2023217961,计算机23-3班,87,62,57,39,D-
余飞,220821XXXXXXXX2285,2023217962,英语23-1班,62,87,99,100,D-
陈想,320829XXXXXXXX2716,2023217963,英语23-3班,87,35,74,85,B
刘磊,211011XXXXXXXX4263,2023217964,广告23-2班,50,30,94,55,D-
张秀兰,140423XXXXXXXX3752,2023217965,法学23-3班,49,98,38,41,C-
崔丽丽,460101XXXXXXXX1817,2023217966,计算机23-2班,64,83,68,47,B+
齐静,510303XXXXXXXX869X,2023217967,城市地下空间23-1班,78,59,71,56,C-
赵刚,420800XXXXXXXX3152,2023217968,自动化23-2班,58,58,19,59,A
张浩,510121XXXXXXXX1160,2023217969,城市地下空间23-1班,93,89,94,36,B-
杨岩,411526XXXXXXXX6014,2023217970,城市地下空间23-1班,68,92,67,41,A+
左莹,431223XXXXXXXX3718,2023217971,新媒体23-3班,100,27,19,98,B
李淑英,152923XXXXXXXX8365,2023217972,新媒体23-3班,63,76,45,68,A-
郭宇,610113XXXXXXXX5766,2023217973,经济23-1班,97,67,66,66,A
赵霞,150927XXXXXXXX0999,2023217974,电信科23-3班,78,45,84,55,D-
胡伟,331102XXXXXXXX1224,2023217975,法学23-2班,55,74,22,69,D+
汪佳,341002XXXXXXXX3684,2023217976,食品23-1班,72,70,41,68,C-
李斌,621224XXXXXXXX2871,2023217977,自动化23-3班,78,25,56,91,C
胡玉,653125XXXXXXXX1821,2023217978,环境23-1班,83,49,19,38,B-
鞠红霞,230506XXXXXXXX5483,2023217979,计算机23-2班,79,36,90,98,D
何琴,451122XXXXXXXX1549,2023217980,英语23-1班,85,97,88,37,A+
余秀芳,350823XXXXXXXX9337,2023217981,机械工程23-2班,65,29,32,38,D-
马建平,330183XXXXXXXX8651,2023217982,广告23-2班,80,93,43,72,B
姜文,210112XXXXXXXX8473,2023217983,法学23-1班,72,81,57,42,A+
冯娟,530700XXXXXXXX489X,2023217984,物流管理23-3班,71,54,78,76,B-
朱雷,433124XXXXXXXX5684,2023217985,土木工程23-3班,65,80,24,36,B
邱燕,441881XXXXXXXX4802,2023217986,新媒体23-3班,73,48,43,94,A+
张秀华,513328XXXXXXXX5527,2023217987,经济23-2班,66,73,89,74,B-
韩东,210212XXXXXXXX8830,2023217988,食品23-1班,45,74,22,81,D
温晨,371400XXXXXXXX0116,2023217989,经济23-2班,65,56,76,38,A
马淑珍,620102XXXXXXXX562X,2023217990,经济23-3班,94,93,31,100,C-
尹桂荣,371002XXXXXXXX8502,2023217991,自动化23-3班,89,42,22,58,B+
武敏,211302XXXXXXXX9625,2023217992,城市地下空间23-3班,100,88,25,39,C
赖帅,320509XXXXXXXX7739,2023217993,新媒体23-3班,52,26,94,60,C-
王玉,140301XXXXXXXX9050,2023217994,新媒体23-1班,56,36,15,41,D-
黄雷,532502XXXXXXXX650X,2023217995,法学23-2班,99,60,81,56,C+
杨建,152502XXXXXXXX4920,2023217996,机械工程23-2班,74,53,51,71,A+
李倩,410922XXXXXXXX1928,2023217997,计算机23-3班,95,30,93,52,A-
孟秀云,360300XXXXXXXX9802,2023217998,城市地下空间23-2班,83,47,24,95,A-
何秀珍,140902XXXXXXXX6777,2023217999,食品23-3班,84,71,96,59,A-
胡佳,410726XXXXXXXX3175,2023218000,新能源23-1班,57,58,59,86,E
刘秀珍,654022XXXXXXXX9509,2023218001,食品23-2班,64,99,65,63,C
尚东,510183XXXXXXXX920X,2023218002,物流管理23-2班,93,87,90,73,E
沈洋,340600XXXXXXXX2674,2023218003,新媒体23-3班,89,73,94,92,D+
潘杰,340700XXXXXXXX2760,2023218004,自动化23-2班,78,91,94,60,C
孙文,410728XXXXXXXX586X,2023218005,法学23-2班,73,70,15,48,B+
杨瑜,530900XXXXXXXX0461,2023218006,电信科23-1班,92,38,72,93,D
韩倩,140425XXXXXXXX5686,2023218007,法学23-1班,62,35,96,74,C
胡凤英,540126XXXXXXXX9538,2023218008,英语23-3班,76,59,18,39,A-
张红霞,150926XXXXXXXX8172,2023218009,食品23-3班,76,42,44,45,C
范建国,653125XXXXXXXX2488,2023218010,化工23-3班,94,53,46,84,C-
董雷,510322XXXXXXXX1525,2023218011,计算机23-3班,93,54,50,88,C-
